|2025-04-28 09:06:25  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:06:25  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:06:31  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-04-28 09:06:31  |   DB(INTERFACETR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-04-28 09:06:38  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:06:38  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:07:32  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:07:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:19:59  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:19:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:21:47  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:21:47  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:22:09  |   dccableBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCABLEBasicInfo]   |
|2025-04-28 09:22:09  |   DB(DCCABLE_BASICINFO  |   GetAllDCCABLEBasicInfoRepo 동작 성공   |
|2025-04-28 09:37:13  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-04-28 09:37:13  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:37:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-04-28 09:37:13  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-04-28 09:37:13  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-04-28 09:37:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
