|2025-12-08 14:14:35  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-12-08 14:14:35  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:14:35  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:14:35  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-12-08 14:14:38  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-12-08 14:14:42  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-12-08 14:14:42  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:14:42  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:14:42  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-12-08 14:14:45  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:14:45  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:14:49  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:14:49  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:14:50  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:14:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:14:50  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-12-08 14:15:31  |   VCBChkAdd  |   [CreateVCBChkRepo] Success=True, Message=VCB_CHK 등록 성공   |
|2025-12-08 14:15:31  |   VCBChkAdd  |   [UpdateRiskMatrixHI] code=VCB001, hi=5, baseCof=8589.562040025, pof%=100, adjustedCof=8589.56, ok=True   |
|2025-12-08 14:15:32  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:15:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:18:02  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:18:02  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:18:04  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:18:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:18:04  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:18:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 14:18:24  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 14:18:24  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 15:58:20  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-12-08 15:58:20  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 15:58:20  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 15:58:20  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-12-08 15:58:23  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 15:58:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 16:24:53  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 16:24:53  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 16:24:55  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[Web.Common.ITRBasicInfo]   |
|2025-12-08 16:24:55  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-12-08 16:28:38  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-12-08 16:28:38  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 16:28:38  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 16:28:38  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-12-08 16:28:42  |   VCBChkController.List  |   GetVCBChkListData 실행   |
|2025-12-08 16:28:42  |   vcbCode 조회 :   |   VCB001   |
|2025-12-08 16:28:42  |   VCBChkController.List  |   조회된 데이터: 2건   |
|2025-12-08 16:28:44  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 16:28:44  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 16:28:44  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-12-08 16:29:06  |   VCBChkScore  |   [InputData]:  접점 소모량=5, 진공(누설전류)=5, 접촉저항=4, 절연저항=4, 핫스팟=1, PD 패턴 및 성장=5, 구동모터 전류=4, 누적 단락전류량=4, 단락 전류=4, 동작 횟수=1, 개폐 시간=1, 외관 점검=1   |
|2025-12-08 16:29:06  |   VCBChkAdd  |   [CreateVCBChkRepo] Success=True, Message=VCB_CHK 등록 성공   |
|2025-12-08 16:29:06  |   VCBChkAdd  |   [UpdateRiskMatrixHI] code=VCB001, hi=5, baseCof=8589.562040025, pof%=100, adjustedCof=8589.56, ok=True   |
|2025-12-08 16:29:08  |   vcbBasicInfo Data  |   총 1 건 조회됨   |
|2025-12-08 16:29:08  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-12-08 16:30:05  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[Web.Common.ITRBasicInfo]   |
