|2025-07-04 09:17:53  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 09:17:53  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 09:21:13  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 09:21:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 10:46:32  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 10:46:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:23:16  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:23:16  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:26:09  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:26:09  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:27:32  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:27:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:30:40  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:30:40  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:35:29  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:35:29  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:35:33  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:35:33  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:36:43  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:36:43  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:36:58  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:36:58  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:37:09  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:37:09  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:43:50  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:43:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:44:07  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:44:07  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:44:23  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:44:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:44:47  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:44:47  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:46:23  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:46:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:46:27  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:46:27  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:47:16  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:47:16  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:48:39  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:48:39  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:48:57  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:48:57  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:49:18  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:49:18  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 11:53:45  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 11:53:45  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
