|2025-07-29 09:34:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:50:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:51:50  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:51:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:51:51  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:51:51  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:51:56  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:51:56  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:51:57  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:51:57  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:53:49  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:53:49  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:53:50  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:53:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:53:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:53:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:53:56  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:53:56  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:54:30  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:54:30  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:54:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:54:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:13  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:13  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:26  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:26  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:27  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:27  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:30  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:30  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:38  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:38  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:18:39  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:18:39  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:44:43  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:44:43  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:44:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:44:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:44:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:44:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:44:47  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:44:47  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:44:58  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:44:58  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:45:00  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:45:00  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:56:02  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:56:02  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:56:02  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:56:02  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:56:37  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:56:37  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 15:56:38  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 15:56:38  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:32:24  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:32:24  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:32:26  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:32:26  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:33:15  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:33:15  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:33:16  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:33:16  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:48:20  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:48:20  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:48:21  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:48:21  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:48:47  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:48:47  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:48:49  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:48:49  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:49:06  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:49:06  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 16:49:07  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 16:49:07  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:09:10  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:09:10  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:09:11  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:09:11  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:13:19  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:13:19  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:13:21  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:13:21  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:25:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:25:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:25:33  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:25:33  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:26:27  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:26:27  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:26:29  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:26:29  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:26:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:26:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:26:33  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:26:33  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:29:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:29:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 17:29:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 17:29:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
